index,total_in_score,total_out_score,id,title,abstract
1127,0,1,1437,Events and Political Statements (489 vertices),"יונה לייבזוןשגריר ישראל באו""ם, גלעד ארדן, קיים באו""ם דיון מיוחד כדי לחשוף את הזוועות ומעשי האלימות המינית המזעזעים שביצעו מחבלי חמאס בנשים ישראליות בטבח 7 באוקטובר. ""הארגונים שאמונים על הגנה על נשים הראו שכאשר מדובר בישראליות - חוסר מענה מתקבל על הדעת. השתיקה שלהם רועמת""@N12chat"
1128,0,0,1449,Events and Political Statements (489 vertices),"ירון אברהםגנץ על גיוס חרדים לצה""ל: ""אני קורא לחבריי החרדים - קומו להתגייס. אתם לא צריכים חוק כדי להתגייס, זה הפתרון לצורכי הביטחון של ישראל""@N12chat"
1129,1,0,1453,Events and Political Statements (489 vertices),"ניר דבורי📝לוחמי צה""ל, שב""כ ומג""ב עצרו הלילה 15 מבוקשים ברחבי יהודה ושומרון. הוחרמו כספי טרור, נשק, חומרי הסתה ועשרות רכבים לא חוקיים. במהלך הפעילות, חמושים ירו והשליכו מטענים לעבר הכוחות, שהגיבו בירי ובאמצעים לפיזור הפגנות@N12chat"
1130,0,0,1454,Events and Political Statements (489 vertices),"בן גולדפריינדבשורה אדירה לקבוצות ליגת העל ולקהל: כבר מסוף השבוע הקרוב פיקוד העורף אישר כניסת 15,000 צופים למשחקי הכדורגל. יו""ר המנהלת ארז כלפון: ""תחילה של חזרה לשגרה""@N12chat"
1131,1,0,1455,Events and Political Statements (489 vertices),"זו בעיני התמונה הכי חזקה עד היום מהמלחמה בעזה. שוו בנפשכם למראה התמונה הזו מה עובר לעזתי הממוצע בראש? מה עובר ליחיא סנוואר בראש? מה עובר לשליטי מדינות ערב בראש?זו תמונה עוצמתית, מהדהדת, מרתיעה.אין מספיק מילים כדי לתאר את ההשפעה שלה.הערוצים הפלסטינים מזוהי חמאס מתביישים לפרסם אותה אך בשל עוצמת היא מתחילה לחלחל כמובן גם לתקשורת הפלסטינית. הראשונים - ערוצים מזוהי פת""ח.זו לא תמונה שחמאס תצליח להסתיר.פצצת גרעין תודעתית. לא פחות."
1132,1,0,1464,Events and Political Statements (489 vertices),"דסק החוץבכיר ישראלי אומר ל-CNN כי ישראל וחמאס לא קרובות לעסקה כרגע. הוא מוסיף כי לבינתיים מדובר במשא ומתן ואין משהו סופי. לפי הבכיר, בחמאס רוצים שחרור של אסירים כבדים יותר מאשר בפעם הקודמת, וישראל דורשת את שחרור יתר החטופים. בנוסף, הבכיר מציין כי הפוגה בלחימה במסגרת העסקה תוכל להיות במשך שבוע או שבועיים@N12chat"
1133,0,10,1472,Events and Political Statements (489 vertices),"מח""ט 188 מספר על מחבלי חמאס שנתפסו מסתתרים בתוך בית ספר יחד עם אוכלוסייה אזרחית במהלך התמרון הקרקעי באלבריג' במרכז הרצועה.זו נקודה מרכזית שכל מי שעוקב אחרי התנהלות הלחימה חייב להבין.הטקטיקה של מחבלי חמאס היא לשהות מרבית הזמן, לבושים אזרחית, כשהם נטמעים בתוך אזרחים במחסות עקורים (בתי ספר של אונר""א למשל). כאשר התצפיתנים האזרחיים של המחבלים (ילדים, נשים וקשישים) מזהים הזדמנות ומאתרים כוחות של צה""ל, יוצאים המחבלים מתוך בתי הספר תוקפים את הכוחות וחוזרים להסתתר בתוך בתי הספר ומחסות העקורים. הם אפילו לא צריכים להחליף בגדים.בעניין המקרה הפרטני אותו מתאר המח""ט כאן בסרטון - הפלסטינים דיווחו ביום חמישי כי כוחות צה""ל פרצו לבית הספר אבו חלו במזרח אלבריג' ועצרו את הגברים במקום והפשיטו אותם. למחרת שוחררו חלקם ואחרים נשארו במעצר (והועברו לחקירה).זה קושי מרכזי בלחימה ברצועת עזה. לכן היא איטית ולכן החיילים חושדים בכל אזרח שהם רואים מולם. הרי אף מחבל של חמאס לא לובש מדים כמו חיילי צה""ל. כולם מסתתרים כמו פחדנים בכסות אזרחית.כדי להגיב לכתבה לחצו כאן"
1134,1,0,1480,Events and Political Statements (489 vertices),"ספיר ליפקיןמקורות מצריים לערוץ א-שרק הסעודי: המשלחת הישראלית ביקרה בקהיר כדי לקדם עסקה לשחרור חטופים ולהגביר את הסיוע שנכנס לרצועה. הודגש כי ""המשא ומתן מתנהל בתיאום עם ארה""ב וקטאר ולא במנותק מהן""@N12chat"
1135,1,0,1484,Events and Political Statements (489 vertices),"חזבאללה בתגובה צוננת לחיסולו של הבכיר האיראני בסוריה:חיסולו הוא חציית קו. הוא סייע רבות להתנגדות בלבנון (חזבאללה - א""ע) במשך עשרות שנים.אנו מביעים את תנחומינו על מותו למנהיג העליון של איראן, למפקדי משמרות המהפכה, למשפחתו ולעם האיראני.## Next."
1136,2,0,1500,Events and Political Statements (489 vertices),"אסף רוזנצוייג📝חברת האבטחה הימית הבריטית אמבריי דיווחה שספינת מכולות הנושאת את דגל מלטה זיהתה שלושה פיצוצים בים, לא רחוק ממנה, וזיהתה סערה קטנה באזור התקרית. עוד דווח באמבריי שהחות'ים שיגרו שלושה טילים@N12chat"
1137,1,10,1511,Events and Political Statements (489 vertices),"ירון אברהםשגרירות רוסיה בישראל: שמחנו לגלות שיפה אדר, שורדת שואה בת 85, השתחררה מעזה. הדבר התאפשר, בין היתר, עקב מאמציהם של גורמים רוסיים בשיתוף פעולה עם הצד הישראלי – בדגש על שרת המודיעין גילה גמליאל. נמשיך לנקוט בצעדים כדי להבטיח שכמה נכדים של שורדי שואה, שעדיין מוחזקים ברצועה, יוכלו לחזור לבתיהם בהקדם האפשרי@N12chat"
1138,1,1,1513,Events and Political Statements (489 vertices),משטרת אמסטרדם:אין אינדיקציות לחטופים/בני ערובה או נעדרים באירועים בעקבות משחק הכדורגל.תגובה אחת
1139,0,0,1551,Events and Political Statements (489 vertices),"מקורות לבנוניים לא רשמיים מדווחים על מותו של ג'רג'ס מהנא, פעיל חזבאללה מכפר כלא. סביר להניח שנהרג מוקדם יותר היום בתקיפות צה""ל סמוך לגבול(לא בתקיפה בכפר כות'ריה א-סיאד) . חזבאללה עדיין לא דיווח עליו רשמית.כדי להגיב לכתבה לחצו כאן"
1140,1,0,1553,Events and Political Statements (489 vertices),"הספינה גלקסי לידר, שטה תחת הדגל של איי הבהמאס. אין זה אומר שהיא בבעלות של איי הבהמאס (הדגל נקבע לרוב משיקולי מס).היא נמצאת בבעלות חברת RAY CAR CARRIERSבעבר תקפו האיראנים ""ספינות ישראליות"" שהוגדרו ככאלה בעקבות אחוז קטן של בעלות/ניהול מצד אנשי עסקים ישראלים.כדי להגיב לכתבה לחצו כאן"
1141,0,0,1561,Events and Political Statements (489 vertices),"ירון אברהם📝ראש האופוזיציה יאיר לפיד בתגובה לדברי גלנט: ""אדוני שר הביטחון, על שולחן הכנסת יונח בשבוע הבא מתווה הגיוס של יש עתיד: שיוויוני, יעיל, הוגן. כל מה שהליכוד צריך לעשות הוא להתנהג כמו מפלגה ציונית ולהצביע בשבילו. לא נוכל ביחד לנצח אם לא ביחד נתגייס""@N12chat"
1142,1,2,1563,Events and Political Statements (489 vertices),"דפנה ליאלהשר גלנט גיבה את הרמטכ""ל, השר בן גביר הגיב: ""יואב, יש לנו גם לוחמים גיבורים ונועזים שנותנים הכל למען הכרעה חד משמעית במלחמה באויב הנאצי. אם למדנו משהו מה-7.10 זה שמותר, רצוי והכרחי להעביר ביקורת עניינית גם על הפיקוד הבכיר. בוודאי כשזה למען הלוחמים המצוינים שלנו""@N12chat"
1143,0,0,1573,Events and Political Statements (489 vertices),דובר משרד הבריאות בעזה:בית החולים האינדונזי בצפון הרצועה פונה לחלוטין. אנו פועלים לפנות את החולים שנותרו בבית החולים שפאא'.כדי להגיב לכתבה לחצו כאן
1144,0,0,1578,Events and Political Statements (489 vertices),"בן גולדפריינדשחקן מכבי ת""א ערן זהבי ספד לחטוף אלון לולו שמריז, שאהד את הקבוצה: ""כל כך נורא, הלב איתכם""@N12chat"
1145,1,0,1580,Events and Political Statements (489 vertices),"ברהנו טגניה📝""השוטרים מנעו מהאויב להגיע לשערי תל אביב ולהמשיך את הטבח בדרום. הניתוק של פקידי האוצר שגרורים את השר סמוטריץ' - פשוט לא נתפס"", הוסיפו גורמים בסביבת בן גביר@N12chat"
1146,1,0,1608,Events and Political Statements (489 vertices),"בשל העיסוק הרב (והלא מובן) בתקשורת הישראלית (ולא הפלסטינית!) בסרטון הזה👆הנה כמה תובנות:1. האמבולנס החדש שמגיע ראשון נחתך מהסרטון ברגע שנפתחות הדלתות ואז הסרטון ממשיך כשרכב אחר נמצא שם.2. בשניות הראשונות, לאחר הגעת האמבולנס צועקים: לא לצלם - ואז הסרטון נחתך.3. אחזור ואומר אם היה מישהו חשוב הוא כבר היה צריך לצאת בשלב שחתכו את הסרטון.4. אח""כ מגיעים פצועים שהוסעו לנתיב הרחוק יותר בתוך ההמון - לא ככה אני הייתי מפנה בכיר..5. ההתלהבות כולה בצד הישראלי. אין שיח על העניין ברשתות הפלסטיניות אלא כמה ערוצים בודדים שמצטטים את אלה הישראלים.6. הדיווחים על ניתוק האינטרט והטלפוניה קרו מוקדם הרבה יותר ונגעו לאזור צפון הרצועה ולא בח'אן יונס. 7. אדם פצוע שהולך על רגליו - לא באמת מעניין מבחינת המערכה המתנהלת. הוא כנראה פצוע קל. אחרת היה מובל בשכיבה.8. בורסת השמות בתקשורת הישראלית משעשעת במיוחד (:"
