abstract,creation_time,channel_name,platform_type,id,summary
"דסק החוץמזכ""ל האו""ם גוטרש על עסקת החטופים: ""צעד חשוב בכיוון הנכון, אבל צריך לעשות הרבה יותר""@N12chat",2023-11-22 15:51:34+00:00,N12chat,telegram,308,"דסק החוץמזכ""ל האו""ם גוטרש על עסקת החטופים: ""צעד חשוב בכיוון הנכון, אבל צריך לעשות הרבה יותר""@N12chat"
הפלסטינים: מטוס קרב ישראלי תוקף בח'אן יונס בדרום הרצועה.כדי להגיב לכתבה לחצו כאן,2024-01-25 13:20:31+00:00,abualiexpress,telegram,309,הפלסטינים: מטוס קרב ישראלי תוקף בח'אן יונס בדרום הרצועה.כדי להגיב לכתבה לחצו כאן
"גיא ורון📝סריקות באזור חניתה שבגליל המערבי בעקבות חשש לחדירה: לאחר זיהוי חשוד במרחב הגבול, הוקמו מחסומים והתושבים הונחו להישאר בבתים@N12chat",2024-01-25 06:32:08+00:00,N12chat,telegram,310,"גיא ורון📝סריקות באזור חניתה שבגליל המערבי בעקבות חשש לחדירה: לאחר זיהוי חשוד במרחב הגבול, הוקמו מחסומים והתושבים הונחו להישאר בבתים@N12chat"
האסירות הפלסטיניות ששוחררו מהכלא בישראל במסגרת העסקה.כדי להגיב לכתבה לחצו כאן,2023-11-24 18:15:15+00:00,abualiexpress,telegram,311,האסירות הפלסטיניות ששוחררו מהכלא בישראל במסגרת העסקה.כדי להגיב לכתבה לחצו כאן
צבע אדום במרכז הארץ.ייתכן שיגור מתימן.2 תגובות,2024-12-16 13:19:15+00:00,abualiexpress,telegram,312,צבע אדום במרכז הארץ.ייתכן שיגור מתימן.2 תגובות
"דסק החוץאוקראינה מתכננת להתחיל בעבודות הקמה של 4 כורי כוח גרעיניים חדשים החל מהקיץ הקרוב, כך דווח ברויטרס@N12chat",2024-01-25 10:19:37+00:00,N12chat,telegram,313,"דסק החוץאוקראינה מתכננת להתחיל בעבודות הקמה של 4 כורי כוח גרעיניים חדשים החל מהקיץ הקרוב, כך דווח ברויטרס@N12chat"
"ניר דבורישר הביטחון יואב גלנט קיבל סקירה ביטחונית בפיקוד הצפון והביע את הערכתו בפני הבכירים במקום. ""לא נאפשר חזרה למצב בו היינו עד 6 באוקטובר. מגבירים את המאמצים נגד חיזבאללה"", אמר. צילום: אלעד מלכה@N12chat",2023-12-25 16:19:27+00:00,N12chat,telegram,314,"ניר דבורישר הביטחון יואב גלנט קיבל סקירה ביטחונית בפיקוד הצפון והביע את הערכתו בפני הבכירים במקום. ""לא נאפשר חזרה למצב בו היינו עד 6 באוקטובר. מגבירים את המאמצים נגד חיזבאללה"", אמר. צילום: אלעד מלכה@N12chat"
תיעוד מהכפר בנת ג'ביל בדרום לבנון אחרי כניסת הפסקת האש לתוקפה.כדי להגיב לכתבה לחצו כאן,2024-11-27 06:13:01+00:00,abualiexpress,telegram,315,תיעוד מהכפר בנת ג'ביל בדרום לבנון אחרי כניסת הפסקת האש לתוקפה.כדי להגיב לכתבה לחצו כאן
"קצת אסקפיזם: צולם היום באמלפי, איטליהקרדיט: פיליפו אמטו.כדי להגיב לכתבה לחצו כאן",2023-11-21 18:17:15+00:00,abualiexpress,telegram,316,"קצת אסקפיזם: צולם היום באמלפי, איטליהקרדיט: פיליפו אמטו.כדי להגיב לכתבה לחצו כאן"
"מבזקן 12לוחמי צה""ל מיפו הלילה את שני בתי המחבלים שביצעו את פיגוע הירי סמוך למעלה אדומים, 5 מבוקשים נעצרו. צילום: דובר צה""ל@N12chat",2024-02-24 09:18:39+00:00,N12chat,telegram,317,"מבזקן 12לוחמי צה""ל מיפו הלילה את שני בתי המחבלים שביצעו את פיגוע הירי סמוך למעלה אדומים, 5 מבוקשים נעצרו. צילום: דובר צה""ל@N12chat"
שלל תמונות לפני ואחרי ברצועה... לחובבי הז'אנר.כדי להגיב לכתבה לחצו כאן,2024-02-08 14:07:38+00:00,abualiexpress,telegram,318,שלל תמונות לפני ואחרי ברצועה... לחובבי הז'אנר.כדי להגיב לכתבה לחצו כאן
"הפלסטינים מדווחים שפעילות צה""ל בג'נין נמשכת זה היום השני ברציפות.אמש ציינו הפלסטינים שהחיילים קיבלו אוהלים ואספקה לג'נין , ייתכן מתוך כוונה לשהות במקום לפרק זמן ארוך.כאן בסרטון, עשרות עצורים מג'נין מגיעים למחנה ""סאלם"".",2023-12-13 10:23:21+00:00,abualiexpress,telegram,319,"הפלסטינים מדווחים שפעילות צה""ל בג'נין נמשכת זה היום השני ברציפות.אמש ציינו הפלסטינים שהחיילים קיבלו אוהלים ואספקה לג'נין , ייתכן מתוך כוונה לשהות במקום לפרק זמן ארוך.כאן בסרטון, עשרות עצורים מג'נין מגיעים למחנה ""סאלם""."
"ב 25.12 כתבתי לכם כאן👆על סרטון שפרסמה הזרוע הצבאית של חמאס ובו נראה ירי טיל לעבר מבנה בו שהו חיילי צה""ל ברצועה ובסופו קורא אחד ממחבלי חמאס:حلل يا دويري!תן פרשנות יא דווירי(הוא התכוון לפרשן הצבאי של אלג'זירה שמפרגן בהגזמה לחמאס).מאז הביטוי תפס ברשתות החברתיות בצורה חסרת תקדים וזכה לעשרות מיליוני שימושים בחודש האחרון.היום מדווחים מקורות עזתיים כי פעיל החמאס האחראי ל""המצאת הביטוי"" ששמו הוא מהנד ג'יבריל, נהרג בקרבות מול צה""ל.ועל זה נאמר:حلل يا دويري תן פרשנות יא דווירי.המחבל לא החזיק מעמד חודש מאז שהפך סלב ועד שחוסל בידי צה""ל...כדי להגיב לכתבה לחצו כאן",2024-01-26 11:25:10+00:00,abualiexpress,telegram,320,"ב 25.12 כתבתי לכם כאן👆על סרטון שפרסמה הזרוע הצבאית של חמאס ובו נראה ירי טיל לעבר מבנה בו שהו חיילי צה""ל ברצועה ובסופו קורא אחד ממחבלי חמאס:حلل يا دويري!תן פרשנות יא דווירי(הוא התכוון לפרשן הצבאי של אלג'זירה שמפרגן בהגזמה לחמאס).מאז הביטוי תפס ברשתות החברתיות בצורה חסרת תקדים וזכה לעשרות מיליוני שימושים בחודש האחרון.היום מדווחים מקורות עזתיים כי פעיל החמאס האחראי ל""המצאת הביטוי"" ששמו הוא מהנד ג'יבריל, נהרג בקרבות מול צה""ל.ועל זה נאמר:حلل يا دويري תן פרשנות יא דווירי.המחבל לא החזיק מעמד חודש מאז שהפך סלב ועד שחוסל בידי צה""ל...כדי להגיב לכתבה לחצו כאן"
"מבזקן 12הותר לפרסום: רס""ל (במיל׳) ניצן שסלר, בן 21 מחדרה, לוחם בגדוד 7155 בעוצבת חוד החנית, נפל אתמול בקרב בדרום רצועת עזה@N12chat",2024-01-16 04:02:25+00:00,N12chat,telegram,321,"מבזקן 12הותר לפרסום: רס""ל (במיל׳) ניצן שסלר, בן 21 מחדרה, לוחם בגדוד 7155 בעוצבת חוד החנית, נפל אתמול בקרב בדרום רצועת עזה@N12chat"
"הערוצים הפלסטינים עוקבים מקרוב אחרי כל הנעשה בישראל סביב האירוע הטראגי אתמול בו נורו למוות בשוגג 3 חטופים ישראלים בידי כוחות צה""ל.ההפגנה בתל אביב בקריאה ""לעסקה עכשיו"" והשיח באולפני הטלוויזיה בעניין, מעודדים את רוחם ומחזקים את חמאס. הפלסטינים מקווים שבאמצעות הלחץ הזה בישראל על מקבלי ההחלטות, הם יצליחו להביא לסיום הלחימה ונסיגת צה""ל מתוך הרצועה במסגרת עסקה לשחרור חטופים.",2023-12-16 07:10:57+00:00,abualiexpress,telegram,322,"הערוצים הפלסטינים עוקבים מקרוב אחרי כל הנעשה בישראל סביב האירוע הטראגי אתמול בו נורו למוות בשוגג 3 חטופים ישראלים בידי כוחות צה""ל.ההפגנה בתל אביב בקריאה ""לעסקה עכשיו"" והשיח באולפני הטלוויזיה בעניין, מעודדים את רוחם ומחזקים את חמאס. הפלסטינים מקווים שבאמצעות הלחץ הזה בישראל על מקבלי ההחלטות, הם יצליחו להביא לסיום הלחימה ונסיגת צה""ל מתוך הרצועה במסגרת עסקה לשחרור חטופים."
"כתב ערוץ אלמנאר (מזוהה חזבאללה) מכחיש שחזבאללה תקף מוצב צה""ל באמצעות כטב""מ.",2023-10-28 19:31:07+00:00,abualiexpress,telegram,323,"כתב ערוץ אלמנאר (מזוהה חזבאללה) מכחיש שחזבאללה תקף מוצב צה""ל באמצעות כטב""מ."
תשובה: טולכרם,2023-11-22 08:20:06+00:00,abualiexpress,telegram,324,תשובה: טולכרם
"ניצן שפיראתושבי קריית גת תלו 104 בלונים כתומים בכיכר המרכזית בעיר, לציון יום הולדתו של כפיר ביבס המוחזק בשבי חמאס כבר 104 ימים@N12chat",2024-01-18 12:09:16+00:00,N12chat,telegram,325,"ניצן שפיראתושבי קריית גת תלו 104 בלונים כתומים בכיכר המרכזית בעיר, לציון יום הולדתו של כפיר ביבס המוחזק בשבי חמאס כבר 104 ימים@N12chat"
אביבית מיסניקובהרכבת הקלה בתל אביב שבה לפעילות מלאה לאחר שנעצרה מפעילות בשל תקלה במערכת האיתות.  מהרכבת הקלה דנקל נמסר כי ייתכנו עיכובים בתנועת הרכבות@N12chat,2023-12-20 15:27:03+00:00,N12chat,telegram,326,אביבית מיסניקובהרכבת הקלה בתל אביב שבה לפעילות מלאה לאחר שנעצרה מפעילות בשל תקלה במערכת האיתות.  מהרכבת הקלה דנקל נמסר כי ייתכנו עיכובים בתנועת הרכבות@N12chat
ניר דבוריבלילה שלפני המתקפה: בישראל זיהו מאות טלפונים עם סים ישראלי שהופעלו ברצועה@N12chat,2024-02-26 12:13:56+00:00,N12chat,telegram,327,ניר דבוריבלילה שלפני המתקפה: בישראל זיהו מאות טלפונים עם סים ישראלי שהופעלו ברצועה@N12chat
"איראן : אחרי שעשה עצירה בעיר נג'ף הקדושה לשיעים בעיראק, הגיע אמש לטהרן ארונו של רזי מוסווי, הבכיר האיראני שחוסל בתקיפה בדמשק. בטהרן נערך טקס המוני ותפילה מיוחדת בהשתתפות המנהיג העליון של איראן, מפקד משמרות המהפכה האיראנים, מפקד כוח אלקדס במשמרות המהפכה ועוד.הרכב חריג של בכירים - בהתאם לחשיבותו של מוסווי עבור האיראנים.כדי להגיב לכתבה לחצו כאן",2023-12-28 06:22:15+00:00,abualiexpress,telegram,328,"איראן : אחרי שעשה עצירה בעיר נג'ף הקדושה לשיעים בעיראק, הגיע אמש לטהרן ארונו של רזי מוסווי, הבכיר האיראני שחוסל בתקיפה בדמשק. בטהרן נערך טקס המוני ותפילה מיוחדת בהשתתפות המנהיג העליון של איראן, מפקד משמרות המהפכה האיראנים, מפקד כוח אלקדס במשמרות המהפכה ועוד.הרכב חריג של בכירים - בהתאם לחשיבותו של מוסווי עבור האיראנים.כדי להגיב לכתבה לחצו כאן"
